observed,county,state,season,confirmed_sighting
"I had parked my Volkswagen beetle at the junction of Rte. 17A and the Appalachian Trail, intending to camp out overnite along the trail.  I then hiked south on the trail about 4 miles, along a ridge that overlooks Greenwood Lake until I was perhaps just above the New Jersey line.  Since I had hiked this section of trail before I knew of an ideal camping site - a large outcropping of bedrock that rises about 10 feet above the surrounding terrain, and has a sheer drop off on the west side with a small swampy area on that side.  I unrolled my sleeping bag and bedded down as soon as it got dark, enjoying the magnificent view of the sky before dozing off.  About midnight I awoke for some unknown reason, and shortly after heard the most horrifying high pitched scream I had ever heard out in the woods, perhaps a 100 yards to my southeast.  I scrambled out of my sleeping bag, and quickly put my boots on.  Then the scream repeated itself, and I was positively terrified, as I knew it was miles in the dark to my car, and I had only a small flashlight.  Thinking to scare off, what I assumed was an animal, I screamed back at it, and was aghast when it returned my scream.  Several more screams were exchanged and then silence.  With my heart racing, I gathered up all the stones I could find in depressions in the rock I was camping on, and began throwing them in the direction the loud scream originated.  Then, to my horror, another scream came from a direction south-southwest of me, which astonished me as I heard no noise of movement, and in those days had extremely good hearing.  I hurled rocks in this direction, with more screams being exchanged.  This process went on for another hour, and then quiet, but I stayed up all night.  In the morning I checked the area where the noise had originated, and discovered it was covered with dry leaves, which made me more puzzled why I heard no noise.",Orange County,New York,Summer,no
"This was years ago. I'm 38 now, but when this happened I was 14. My father worked with a guy who had some prime property in Naples, NewYork. Being that I was 14, I was not old enough to have a hunters license. So my father let me go with him, and I had the task of pushing the deer to him. We got to the property just before daylight, Dad went about 200 yards up the the road, and I went the opposite way, and went into the woods. It started getting light out, and I remember that it was real cold that morning. It had snowed the day before but there was only patches of snow on the ground. I had been walking through some thick sections of brush and was getting tired. I was walking in a shallow gully with a 20ft ridge on both sides of me. I walked up the ridge (I believe) to my left. There was a large tree laying down, so I sat down with my back against it. I could see pretty clear, the whole area. I guess I dozed off for a bit. I woke up, hearing what sounded like a large branch had snapped. I looked to my right, and then to my left, but as I looked to my left (paning the view) I saw something on the the oppisite ridge across from me. There was this large dark figure just standing there turned my way. It had heavy fur like hair all over it. I could'nt make out a face because it had long tangled hair hanging down. Now this figure was maybe 30 ft away give or take. Being cold as it was, I remember it breathing through the hair in front of its face (that really creeped me out). I sat there up against that tree with my heart racing out of my chest, afraid to move. This went on for minutes, feeling like a lifetime.Then all of a sudden it took one step torwards me (I think it was its left leg).That's when I jumped up, turned, and ran as fast as I could. I remember, I had run into a high fence line earlier that morning, that took my some time to scale. Well I jumped through this area of the fence from total terror of what might be chasing me. I managed to get to the road and ran full sprint to the car which was a ways down the road. The car was locked. Thats when I looked around, but nothing was after me (thank god). I waited about 2 hours and finally saw my dad walking down the road. He was pretty upset with me leaving the woods as early as I had but I told him what happened, and what I saw, and he did'nt believe any of it. He figured I was just cold and tired making it up. I had never even heard of bigfoot when I was 14. I didnt know what it was, but I know for a fact that it wasn't a bear.This figure was dark brown but lighter colored around its shoulders and thighs. Its arms were, I thought, too long for its body. I figure it was at least between 7 to 9 foot tall. It had to weigh 4 or 500 lbs. at least. From reading some of your articles, people have said it smelled bad, but I didnt smell any odor that I remember.",Ontario County,New York,Fall,yes
"During bow season I and my brother were hunting. We got into the woods before daybreak. As daylight was approaching the woods never got active. No animals or birds were heard or were visible. About 2 hours into the hunt, all was quiet. It was then that I heard a very loud wood knock. Startled the hell out of me. It was northeast of me in the swamp. My first thought was, ""You can't be serious."" A wood knock here? I stayed put for another hour, hour and a half. Then made my way back to my vehicle. My brother was already there. His first words were, ""Did you hear that wood knock?"" We discussed it and came to the conclusion that something weird was going on. About 3 weeks later during gun season the same damn thing happened in the same area.",Ontario County,New York,Fall,no
"My 2 best friends and I would take night rides into Harriman State Park late at night to see what we can spot at night, i.e. bear, deer, fox, etc. Its a beautiful park and the solitude at night in the off season makes the park special. Creepy too! As we were driving the very windy Garden Valley Rd we had to go slow due to the turns and danger of the steep drop offs on the road side. I was a front seat passenger, high beams on. Driving no more the 25-30 mph.  At the max viability of the headlight I see the outline of a large upright being running across in front of us and leaping the bank on the high side of the road, instantly disappearing into rhododendron thickets. I freaked out upon first visual and alerted my friends. The driver hit the breaks, windows open we could hear thrashing of the ground from running  but the sighting was over. My friend the driver did see movement but couldn't make out what I made out. We both agreed on the sound of it fleeing up the steep slope. What solidified my two friends belief in what I saw was the look of fright and amazement on my face. Features of the upright being I saw were large thick long hair covered legs, human like strides, and tall enough that the headlights did not focus above its midsection, so I couldn't make out facial features.  We were not drinking or doing any illegal substances. I would love to be able to speak to the park worker who had a sighting in the same location. I am so excited to finally be able to tell this encounter.",Orange County,New York,Fall,yes
"while coon hunting a few years back me an my hunting partner heard a strange scream like we have never heard before we have heard bobcats,lynx almost anything that makes noise we have heard but on this one night we heard somthing neither of us can explain whatever it was. was about 75 yards away an within 5 seconds was about 200 yards away we dont know if there was more than one cause we never stuck around long enough to find out we high tailed it back to the truck we usually dont get scared were use to being out in the dark at night but whatever was makig that horrific noise was big ive heard some of the vocalizations you guys have recorded an the screams sound familiar to what we heard my buddy i dont think has told anyone about this an until know i havent either",Orleans County,New York,Summer,no
"I WAS CROSSING THE RAILROAD TRACKS HEADING SOUTH, AND WHEN I LOOKED TO THE WEST OF THE TRACKS WHILE CROSSING, THERE WAS SOMETHING THAT LOOKED LIKE A BIGFOOT CROSSING THE TRACKS HEADING NORTH. IT WAS TALL, HAD DARK HAIR (LOOKED KIND OF LONG OR SHAGGY)...ONE ARM SWAYING BACK AND FORTH AS IT WALKED. I LIKE FLEW HOME AND LOCKED MY DOOR...I WAS REALLY SCARED FOR THE FIRST TIME IN MY LIFE!!! TOLD MY HUSBAND ABOUT IT LATER THAT DAY, HE THOUGHT I WAS CRAZY.",Orleans County,New York,Spring,yes
"The town of Albion is small, there are woods, fields & streams just on the outskirts of town. With the time being around 2:00am in the morning, there were no sounds of any traffic or industrial sounds. The weather was excellent; no clouds, not the slightest breeze. My girlfriend and I had turned in for bed at around 1:30-1:45 am. We were talking to each other, just little chit chat when we both heard a far off howl/moan! At that time of night and that there was no wind to disturb the trees and hamper what we heard, it sounded like it came from the south maybe a mile or a mile and a half. The sound started low and kept going up in pitch for about 5 seconds. We both looked at each other and said ""What the hell was that?!"" Now what really freaked us out is that it did it again, only at around 6-7 seconds! It was like, ""Ooooaaaaaaaaaaaaaahhhhhh-----"" Now I consider myself an excellent observer with a very keen ear. I can hear things that most people either don't, or just overlook. What we heard was NOT anything mechanical nor was it a whistle. It sounded like it traveled over some distance; not like it was down the street. I am very fimiliar with all kinds of traffic noises that are associated with small towns. Even before we had heard it, we both had noticed how silent it was for quite some time. After the howl/moan, there was an echo. The sound went up in scale and didn't go down like a siren or anything like that. It wasn't a cry for help or a wolf nor any coyote (I have heard a coyote three times, once from only 200 yards)",Orleans County,New York,Summer,no
"Hi, in the end of Jan. 2003 my wife and I were spotlighting for deer and coyotes in Waterport NY.  We were driving my 4x4 truck through the apple orchards. The lane went through a large hedge row with a small stream in it. When we got to the other side we spot-lighted along the woods. About 75 to 100 yards there is an old spot they use to dump garbage.  There was something standing next to the old fridge. I have hunted these woods since I was a little boy and never had seen anything like this. Its belly was about the top of an almost 6 foot tall fridge. I know it was an animal because its eyes reflected in the spotlight. It looked almost like a bear standing on its hind feet but there is no bears in this part of the state. As we sat there trying to figure out what it was it started to turn and walk into the woods. Wince we didn't have any weapons on us we just got the hell out of there.",Orleans County,New York,Winter,yes
"I was driving from my grandparents house to my girlfriends house one night in early fall at about 10 pm.  The area I was heading to is up in Tughill plateau which is a very dense wooded area.  I was about 2 miles outside my hometown of Sandy Creek and had about 3 miles of woods to drive through to reach Boyelston, where my girlfriend lived. The road I was traveling on was very narrow with steep banks on both sides.  I had just made a left turn around a corner where the road begins to get steeper and head uphill for about a mile when I saw something beside the road out of the corner of my right eye.  I started to slow down out of instinct because people are always hitting deer around this area when this thing just jumped out into the road in front of me and began to quickly cross to the other side.  I slammed on the brakes and skidded to a stop, which gave me just enough time to see some of it in my headlights as it finished crossing the road and up the bank into the woods and disappeared. I only really saw it from the side and the back so my description isn't really any different from any you may have heard.  It was somewhere between 6 1/2 and 7 feet tall and very strongly built.  Its head seemed to be attached to its shoulders directly because I couldn't see a neck.  But it had very long dark hair, mainly black with patches of brown.  I can't believe I originally thought it was a deer.",Oswego County,New York,Fall,yes
"I am 25, and have 2 younger brothers, 9 and 14. I wanted to take them camping, just a simple outing so we chose that spot even though there are no trails as it is not too far from home and was easy to get into. Durring the evening while making our campsite, near an area where an old logging road or something was, as well as near where a tornado had recently gone through and knocked trees over, my brothers told me they heard some funny noises. I told them it was likely the road far away or something and did not pay much attention. Latter that night while toasting marshmellows, we heard what sounded like a fairly large animal close to us. I am a seasoned camper and thought it odd that a larger animal such as a dear or something might approach us and the fire so close, and thought it might have been a bear, or maybe a racoon. I have a high powered 5 watt spott light which I got out and scanned the woods arround us, but saw nothing (there were some brush and things that something could hide behind if it was trying. We then kept hearing the noises, but each time I would turn on the light and scann arround, we saw nothing. I found this odd as I have never known an large animal that was smart enough to come arround a campsite repeatedly and still remain hidden--other than a human. Then we went to sleep--my little brothers were luckaly not too nervous, and I was starting to get the clue that this might be a sasquatch incident, and as I have heard they are peacefull I was not too worried. Durring the night I was awakened by the sound of whatever was there, very distink noises, like a cross between a person, ape and ??, it was repeating a calling sequence with a deffinite pattern, sounded to be 30 yard away perhaps, something like ""hhum-umph hhur-umph"" etc, but the consonants were not well defined, it was very gutteral. The next time I was awakened I heard it start the sequence with a very load yoddeling or something, then the same pattern as before. Then another one responded from a quarter mile further perhaps, then another one responded even further--they were deffinitely communicating. I was quite nervous, as I also had a strong sense that at least one was very close to my our tents, and my little brothers were not in the same tent as me, but I called to them and they said they were fine. In the morning We discussed it, and they though it was a sasquatch without me suggesting it, though I had already concluded that was the most probable. We heard them again while having breakfast, and both my brothers saw something though I did not. We all had monoculars, and my one brother saw something near some bushes--he said when he looke at it it froze, then ducked deeper into the shadows. We all stated walking in that general dirrection, but stopped when we heard a load rock crashing down about 25 yards to our left. We left a granola bar for whatever they were and when we finally left, we found no foot prints, although the ground was hard and we did not stray from our orriginal trail. I am going back this weekend to look for more evidence.",Otsego County,New York,Summer,yes
"I was getting ready for work one morning in the late spring of 2004.  I walked out of my bathroom and there is a window in my bedroom, directly outside of my bathroom door.  I thought I saw something peripherally and turned to look and see what wildlife might be outside my home this day (my backyard is completely wooded).  I gasped and RAN back into the bathroom. What I saw when I looked out the window was no further than four feet from the back of my house and striding by the window when I looked.  Whatever it was stood about 7 feet tall and was covered in brown hair.  It was moving very quickly and was walking on two ""feet"".  I don't know if it saw me, but I saw it. I stood in my bathroom for about a minute trying to gather my thoughts and I peeked out.  At this point, I saw nothing.  I'll be honest, for the past year I've tried convincing myself that there was a bear outside and that I couldn't possibly have seen what I did see.  I do remember specifically saying for the next two weeks (around the house to my significant other and my daughter only) that [a] bigfoot lived in our backyard.",Otsego County,New York,Spring,yes
"I was having a small camp fire last night alone with my small dog who at the time was sleeping. First there was something moving through the wooded area to my left. Sounded like it was on two feet and moving towards some neighbors houses. Wasn’t alarmed by this, although it was dark and there was no flashlight the neighbors do walk through there from time to time. My dog wasn’t alerted at all. This part of the incident may be just coincidental but it’s what happened next that I’m curious about. About five to ten minutes later to the left of me way off in the distance there was an obvious wood knock then immediately to the right of me in the distance but in that direction is the Great Croton Swamp was a reply wood knock and then immediately after that another from the left. Then nothing. I’ve never heard anything like that before. It was about 11pm and the neighborhood was quiet and in my opinion it was an obvious call and response. Are wood knocks usually so instantaneous or do they usually have some time in between?",Putnam County,New York,Spring,no
"A friend and I had decided to do some cross country skiing on the property owned by some neighbors.  We started out behind my house and worked our way into the woods.  There is an old logging road about a mile in that we hooked up to.  It was a sunny day in January, with a steady but light snowfall.  Along the way we had taken note of different tracks, as the area is home to abundant wildlife.  At this point we had come across several deer tracks.  We were studying the tracks and noting that most were not fresh, as they were already filled with snow.  There is a point in the trail where it splits and you can go to the right or left.  We chose right and continued back in.  This route is fairly short and takes about 10 to 15 minutes to reach the end where it abruptly stops in a an open field.  At this point we chose to turn around and start back out.  When we reached the spot where the trail had split, we were coming down a slope and nearing the fork when we noticed what looked like fresh tracks in the snow ahead.  They looked fairly big in size, so we decided to stop and have a look, thinking we may have stumbled across some bear tracks, which are not uncommon to the area.  When we reached them, both of us just stared,  They were huge!  And deffinitely NOT bear tracks.  Both of us are avid outdoor people and hunters.  Growing up in the area we are both familiar with identifying tracks.  To us it looked like our own feet (bare feet) only much larger and wider.  I'm not sure of the size, but with an educated guess I would say about 1 and a half to 2 feet in length or so.  We started to think that someone had possibly come back in and done it as a joke, knowing we were in that area.  The problem with that is, the area is accessible by vehicle but only an ATV or snowmobile, as the trails, although sufficiently wide, are no longer suitable for regular vehicles.  We found no tracks coming in or out from any vehicle, nor did we find any evidence that someone had walked in on foot or otherwise, beside ourselves.  However, no person could have made such tracks.  The tracks came out of the woods on the right side of the trail, crossed it and dissappeared back into the woods on the left.  We ventured into the brush on either side and noted that they were consistent in both directions.  There were no human shoe or barefoot prints to be found anywhere.  What really scared us was the realization that the tracks were fresh.  We had passed that same spot only ten or so minutes earlier and saw nothing, so we had to assume that whatever it was, had passed behind us after we went through.  That sent chills enough through both of us to get us moving back out double time.!  I should also note that the width of the trail is about 6 or 7 feet.  There were only 2 footpirints in the trail itself, telling us that whatever made them, had a very long stride.  To this day neither one of us has spoken of this until now, when a friend referred me to this site.  I still question what I saw, but have never been able to come up with a reasonable explanation as to what it may have been.",Rensselaer County,New York,Winter,no
"On February 15th, 2004 at approximately 9:30 PM in Petersburgh, NY a resident on a rural road noticed his dog chained outside was extremely agitated. He stepped out on his front porch, when he heard several shrieking screams. They were continuous in nature. He stepped in and asked his wife who was watching television to step out and she too heard it scream. The witnesses have lived in Alaska and the male witness is an avid hunter. He has never heard anything of this nature in his life before and described the vocalization as ""un-Godly"" and the loudest thing he'd ever heard before. The next morning, he observed a set of footprints in the snow coming from across the road, up a steep embankment and across the field to the west of the house in a northwardly direction. The strides were described as 5 - 6 feet apart. Note the field was covered with approximately 14 inches of snow. The witnesses' son tracked the foot prints into the forest behind the house where apparently a second set of footprints joined the original set. Witnesses have lived at the present location for the past twelve years and this is the first time anything of this nature was encountered.",Rensselaer County,New York,Winter,no
"Hi, It was october about 1030pm I was comeing home with a friend from work. you see we run a camp ground in the summer in bear mountian state park in NY. But we stay thier all year round,i love it. in the summer thier is lots of noise. We have as much as 300 kids at a time, overnite for 3 months. In late august every thing winds down. while the kids are thier you dont see much wild life. Even the deer, which we have a lot of,seem to find some where else to live. guess they dont like kids. It takes about a month for the woods to come back to life. this is the best time of the year because it is so quit. During the winters i do other work out side the camp to make money. this night I wasnt driving so i like to watch what the head lights find. the road are windy so the light ofen pan the sides where you might see a racoon or a bear. well driving in to our camp thier is a few s turns. when i saw some thing siting on a boulder about 30 to 40 yards up on the hill. I freaked, I asked my friend if he hsd seen that and he said what. I said back up and he did. when the lights hit it I said stop! wow It was brown hairy but you still saw some skin. It wasnt sitting it was crouching on all 4s. it ha dbeen stairing at my friends cabin, where his wife was alone. i was stairing right at it and i was close. when the head light hit it it sat for 3-4 sec stairing, before it leaped from a crouched position about 9 feet to anouther rock. It stud up and began to run away on two legs. I saw it run for about 15 to 20 feet before i couldnt see it any more. it was running down the other side of the hill. my friend still didnt see it. I asked him to drive up this little acsess road to get more close. but it was gone.",Rockland County,New York,Fall,yes
"I was fishing on a boat at Lake Kanawauke at 9:20pm on August 10, 2010. We where heading to dock the boat. We heard and seen a big splash we thought it was people. So we asked them to stop but nobody responded we proceeded to head into shore when we noticed another big splash. So then we stopped and we noticed a foul smell, like a wet animal. We then looked towards the bushes and a tall thin tree was shaking very fast back and forth. Then we noticed a big bolder thrown through the air toward us, it hit the water. That's when we realized what the splashing was.Then we noticed a man like figure with red beady eyes when we flashed the light at the bushes about 2 feet above the bushes was the eyes. So we started to bang the boat with the oars to scare away whatever this was.Then we heard a loud scream as we loaded the boat on the truck and left.",Rockland County,New York,Summer,yes
"Good Day, I am An Avid outdoorsman I have spent my entire Life in the woods Hunting, watching and Tracking Animals & Birds I am writing to you within Minutes of what I have just seen, While out in the Woodlot across from my Residence With My Chesapeake Retreiver we walked for some distance across a frozen Swamp and Ahead of us I seen bare ground so I followed my dog that way she was undisturbed in her activity like she is every day and in front of me I noticed a line of Human shaped Bare foot prints, and I asked myself who in the heck would be out on the ice in their bare feet this time of the year and upon closer inspection there were toes and one one foot a long misshapened toenail I have several pictures on my cell phone and have a knife lying next to the print for size verification, this discovery comes after taking my dog out to use go to the bathroom and hearing what sounded like a stick striking against a tree which I found odd also this i heard three times then it stopped.",St. Lawrence County,New York,Spring,no
"Not quite sure what to write.  I was hunting with some friends of mine outside of Addison, NY in Nov. of 1986.  I was the top man on a drive.  I crested a hill and decided to take a break. Things were pretty slow as far as hunting.  Typical fall day no overcast, dry conditions.  I just finished eating one of many Babe Ruths when something caught my attention about 50 yds. east of where I was sitting down. I looked towards the direction and noticed something that was black run very fast down the side of the hill.  It happened so fast I wasn't quite sure what I was seeing.  It appeared to be about my height.  I stand at 5'9"".  It ran with incredible speed. What is odd about the incident is that I had time to eat and sit down on a tree.  At the time I was not even in stealth mode.  I always scan the area before I stop for breaks just in case I may have missed any game. I almost felt as if whatever it was, it was observing me and had enough.  It was definitely in a hurry to leave.  I observed it for only at best, 5 seconds.  I could hear it break deadfall once I lost sight as it ran away. Their are bears in the area I hunt, but this seemed to be taller than the average black bear.  My first thought was it had to be a bear.  I remember standing up startled once I had made eye contact with the object running.  It appeared to be at eye level. My second thought was maybe it was a black angus cow that may have been loose from a farm.  I was a little spooked from the incident.  The same feeling you have when you stumble upon a grouse at close range.  I thought again and surmised if it is a bear, it is a very large one. I was not far from the end of the deer drive.  I left the area and met up with my friends at the truck.  I had asked them if they had seen a bear or any deer.  They all said no.  I did not tell them of the incident. On 08-05-95, the Corning Leader newspaper wrote an article on a possible bigfoot sighting near Rathbone, NY.  This area is not far from where I was hunting.  There were casts taken as well as hair samples by the Dept. of Enviormental Conservation.  To my knowledge they were submitted to Cornell University for testing.",Steuben County,New York,Fall,yes
"While hunting with a friend on his farm during deer season this past Nov, we were walking the creek bottom to get up to a stand of pines at the edge of a small swamp on his property, after walking about 200 yards we stopped for a bit to listen and observe and maybe jump a deer crossing over, we were there about 10 minutes when we started to hear something above and just behind us, the creek bottom at that point has about 8 foot banks on both sides, we continued to hear the noices get closer, but it seemed to be going parralel to us on the deer trail. having spotted bear recently, we thought it might be one and hoped it would cross about 60 yards in front of us, we moved a little further up and the noises stopped, figuring the bear heard us we stopped, it was quiet for about 20 minutes when it began again, only more hurried this time. at one point I could see movement in the woods and at first thought it might have been a bear standing up, but it kept walking on the hind legs, it turned and came across the creek about 60 yards from us and we just watched it run across the creek and up along the power line on the other side, it jumped down the bank and jumped back up on the other side. We couldn't get a clear look because of the pines and the fact it was really moving when it came across the creek, but it was no bear, we both have been hunting for a good 25 years ech and we agreed it wasn't a bear or any other animal we have ever seen. we listened to it for about another 3 to 5 minutes going through the pines and brush, then the noises just stopped, we went up and back tracked it as best we could but lost the sign just the other side of his farm pond.",Steuben County,New York,Fall,yes
"This account happened on the night of the lunar eclipse back in 2003.  I was camping with my friend Pete in NY up behind his cabin (about 1/4 mile up the hill).  It was about 11pm and we were both in our bags in the shelter we built. Pete was already asleep... I was trying to sleep but couldn't so I was poking the fire with a long stick.  I heard something coming down the hill (heard rustling leaves, etc) but figured it was deer coming down the game trail.  It is tough to tell where sounds come from at night and judge distance in the woods because it's so quiet.... but I figured it was pretty far out (about 150 or 200 yds) moving to our left.  I heard some sort of popping sound like the trunk of a tree being hit with something solid or two 2x4s being smacked together and a few growls (kinda like a lion but higher pitched, kinda like a stomach growling)... I still didn't really pay any attention.  I dismissed the popping as trees cracking and the growling to Petes stomach or a low volume snore.  Whatever this thing was, it circled our camp keeping the same distance away.  All I heard was the rustle of leaves or twig snaps.  I kept hearing the popping sound occasionnally but I still wasn't freaked out.  The sound eventually stopped basically where it I started hearing it.  I starting thinking that whatever it was, it was a predator (showing stalking behavior)... I figured it was a bear, fox, or some other predator/scavenger that thought it was a good idea to leave us alone.  But then I started getting a really creepy feeling that I was being watched.  I thought my mind was playing tricks and I was imagining it...  but it got worse and worse.  I couldn't hear anything definitive in the woods but was still getting creeped out. I could only see part of the woods because only part of our shelter is open... but I started looking around (from my bag inside the shelter, not walking around) and what I could see was lit up pretty well because of the full moon (after the lunar eclipse anyway).  I looked into a stand of trees and saw a really big dark spot... it looked like a broken off tree trunk darkened by shadow... in basically the same spot where the noises stopped.  I looked around the woods a little more and came back to the  same spot where I saw the tree looking thing... and IT WAS GONE!!  I woke Pete up so I could tell him what was going on... and so I would know I wasn't crazy if I heard something again.  I was telling him what was going on when we heard the popping/thudding sound again... He loaded his gun (Pete has a permit to carry a handgun in NY). We got out of our bags and restoked the fire and I heard his stomach growl... really loud!!  He said, ""Man you must be hungry.""  I said I thought that was his stomach and we just looked at each other.  We went to investigate where I saw the disappearing shadow thing and we made a lot of noise to scare off whatever it was (breaking branches, kicking at the leaves, talking/yelling to each other).  We looked around the woods a bit... I heard something up on the ridge keeping pace with us but moving away.  It didn't run, just moved away from us at the rate we were moving toward it.  We stayed up for a little while longer and heard nothing so we went back to bed.  Pete was out like a light and I stayed awake just listening. About 30 minutes later, THE THING CAME BACK!! I woke Pete up as I heard it come down off the hill from the same direction it started from... it was making a truck load of noise banging trees (we think it actually pushed one over too). It growled a few times,  and it's foot steps were really heavy... based upon how Pete and I sounded moving through the woods earlier, this thing had to weigh much more than both of us (I'm 6'2"" and 250lbs).  It came in on our left and walked behind our camp about 30-50 yds... We couldn't see it because it was on the non-open side of our shelter and we didn't want to pop out and provoke an attack.  It kept walking in the same direction and eventually was out of earshot but we figured that was enough of a warning. We packed up and went back to the cabin. There are many screwed up things about this.  First, I've been hunting for years and I don't get spooked... Pete is ex-military and no slouch in the woods either.  But this spooked us bad enough to make us want to pack up the gear at two in the morning (leaving some of it on the hill) and come back to the cabin.  Second, two of us heard this thing so I know its not just my mind playing tricks on me... it was definitely there!!  Third, this thing was massive... It made a whole bunch of noise when it walked behind our camp (more than any animal I have ever heard) and it's footsteps almost shook the ground.  But here comes the most screwed up part of the story.  I have hunted for 15+ years and know what animals sound like coming through the woods... I have heard deer, bear, fox, etc... just about any animal in NJ, NY, PA, and ME... and, ofc ourse, other hunters.  I can tell you with 100% certainty...  THIS THING WAS WALKING ON TWO FEET!! I checked the area the next day and found a large foot print in soft earth... about 3 inches longer than mine and about 2 inches wider (I wear a size 12).  I tracked the animal (or whatever) for a few hundred yards but only found one other definate track and it was the same size roughly.  I also found a dead tree that was knocked to the ground probably the night before (fresh earth on the roots, leaves under/around it disturbed)... I presume it was the large crash we heard the night before.",Steuben County,New York,Fall,yes
"Visual Report: My name is Alan Y. on about Mid-November 2012 I had a very unusual experience that at first kept me very mixed up, but always stayed in my mind until I started doing research. It was about 2 to 3am in the morning. I awoke to go outside and have a smoke. The area of the town of Bath, NY is semi-rugged with hundreds of huge foothills. There is a vast amount of forest, lakes, ponds, wildlife and many state parks. Much of the land is posted ""no hunting"". The hills are super steep, so climbing or hiking is difficult. We rented the full basement apartment of a home. Our entryway was in the back of the home semi-underground. There was a deck over our entryway. I am an ex-US Army Intel (Special Tasking veteran) who served in central America and the Middle East. I am telling you this because I am a trained observer and weigh out everything I see. I am super aware of my surroundings. That morning I went outside and lit up a cigarette. It was very dark this night and cool. Deer would constantly wander through and many times I could be 10 feet from a deer and be silent so as not to spook them. As I lit up my smoke some movement caught my attention about roughly [140] yards directly in front of me to the East. A cinnamon brownish colored figure was pacing back and forth over and over. On each side of this clear cut there is a couple homes. This thing was at the far end by the next tree line pacing back and forth moving towards the last home and back again moving appx. North to South then back the other way. It was moving erratically pacing back and forth like it was confused or undecided if it wanted to go closer to the home. As I looked at first, I thought it was a drunk person? But in all the years I lived there, I never seen anyone out there. As I watched what really caught my attention was it looked like it was floating across the ground as there was absolutely no head bob at all. The ground rose between myself and this entity and went back down on its side so I could not see the lower legs good. It kept on pacing back and forth for about 3 minutes. At the position I was at under the deck, in the shadows, I was not observed by this creature. I’m not a afraid of too much, but for some reason the hairs stood up on the back of my neck and I got into what I call (combat mode). I wanted to bellow out at this entity (Ahh) but something said do not do that. Around 3 to 4 minutes of this pacing, I turned my head for a second and it was gone. I got a fearful sense of where this thing went and had a feeling it may try to flank me around the 2 homes, so I went into the house and awakened my wife and said “there’s something weird out there."" I did not think of ""Bigfoot"" right away, because it was not the Patty type I seen on the P&G film. I also thought that they are in the Northwest, not really here in New York State. It was I believe 6-7 feet tall, a slimmer build. Wide on top and slimmer than Patty. More like a fine-tuned athlete than a body builder, long arms and an awfully long shaggy head of hair (which stood out too me, WEIRD. The reason I even saw it was because there was a light on that home as he was pacing towards, that lit up it and some of the area.  Upon seeing it (after the fact), I realized that there was a hedgerow running parallel to it, and a large ravine behind that that ran into the woods. Across from this property was a road, couple mobile homes then a very step wooded foothill (small mountain). For years this baffled me, and I could not get this out of my mind until I visited the BFRO website and seen at least 6 reports entirely around my area. Thank you, for having a website where we can get these things off our chest.",Steuben County,New York,Fall,yes
"Town of Erwin New York State when I was hunting spring turkeys. I was sitting at the base of a tree location at the top of a ridge line that connected to another ridge. I was calling gobbler turkeys that were on their roost trees, when at which time the gobblers flew down off the ridge from their roost. I was still sitting at the base of the tree having not moved location for a half hour when I noticed something walking on two legs approximately 75 yards away. The thing was about 7 feet tall. I first thought maybe another human was there hunting, but then it was apparent to me it was dark reddish brown from head to feet. This thing was in my view of sight for about 4 to 5 seconds and then went behind a tree and that was the last I seen it. Then about 15 minutes later (I have not moved from the base of the tree sitting on the ground same spot) to my left approximately 30 yards an object hit a tree about 25 feet up in the tree. Then the object that hit the tree hit the ground sounded like a rock. I continued through the area for the rest of the morning with no further incident. I have hunted in New York for 42 years and never witnessed something like this before.",Steuben County,New York,Spring,yes
