ENC_ID,ENC_COMMENTS,LOC_DEETS,ENC_COUNTY,NUM_ENC,ENC_STATE,STATE_ABRV,ENC_SEASON,FIPS,CONFIRMED_SIGHTING
2017,Footprints next to the road were on the local news. Also  a week later footprints were found less than a mile away in the neighborhood of Pleasant Hills. There was a 7 ft stride   suggesting the the creature may have been leaping or running. A family reported seeing a 10 ft tall creature. Noises like howling have been heard along with mutilated deer bodies being found in the winter. There have been campers who have noticed something prowling near their RVs. ,Harford County  MD. Kingston/Fallston Belair Road. ,Harford,6,Maryland ,MD,Winter ,24025,no
2018,A loud howl/screaming/yelling toward the power lines just west of Jerusalem mill in Gunpowder State Park. ,Well it was heard from our house in Pleasant Hills  MD where some strange thing had been going on a few months earlier  but the noise was coming from about a good 1/4 mile away or less at the power lines just west from the Jerusalem mill which is on Jerusalem Rd. and can be reached just off of MD Rt.1 and Mountain Rd. ,Harford,6,Maryland ,MD,Summer ,24025,no
2019,I was on my way to work on a Saturday morning about 7 a.m.  It was a misty  foggy morning and I headed west on Rt 198 entering a elongated (approx. 1 mile) entrance ramp to Southbound I-95.  I had my lights on my small toyota and my windshield washers were on at intermittent speed.  I witnessed what I thought was a man come up from a steep ravine  walk over to the ramp guardrail and step over it in angular fashion.  I thought here comes someone looking to hitchhike this morning.  The  man  was tall and his appearance was a drab kind of mushroom color from head to foot.  I thought he was wearing smoked of rain parka or slicker because there wasn  t a clear indentation from his head to the top of his shoulders.  As I got closer I realized that this  suit  was not material but looked like long wet matted fur/hair/yuck.   The  man  proceeded to step into the roadway.  I thought what is this jerk doing trying to commit suicide with my help.  He got several feet into the lane when he turned to face my oncoming car.  He stood there looking perplexed and actually swayed side to side several times as though he didn  t know what was coming at him....my car.  All of sudden he startled and turned and ran back to the guardrail.  He bolted over the guard rail and went scurrying down the embankment.  My mouth was agape and I thought  what in the hell was that!!!  I was frightened and was too scared to even look over my shoulder or even into the rear view mirror. When I got to work that morning in Silver Spring  Maryland  I was shaking like a leaf.  My co-workers immediately noticed that I was upset.  I called the Laurel police to inquire if there had been any reports of an escaped gorilla in the area.  They thought I was kidding.  I called my fiancee and told him.  Years later there was an article in our local county paper about a man who was writing a book on big foot sightings in the area.  His article spoke of a sighting by two employees of a water treatment plant that was located within 150 yards of my sighting and this sighting had occurred in the Spring of 1976 just like mine.  Also his article said a scientist working at N.A.S.A. had also witnessed a big foot sighting in the same area as he headed for work in Greenbelt  Maryland.  I almost started to cry  all these years and what I had seen had stayed with me was finally being  vindicated .  I called the author of the article and related my story to him.  Several days later  though  I got a strange phone call.  The person on the end of the line was a male voice that asked me what the  frequency was .  I told him I didn  t know what he as talking about  but he was very persistent that I knew the  frequency   I felt that this call was somehow related to the call I had had with the writer of the article several days earlier...maybe coincidence but still I wondered. ,Laurel  Maryland.  It was sighted off of Rt 198 and I-95 in an area considered West Laurel.  This big foot was sighted by others and has been dubbed locally as the Scaggsville Monster.  (Scaggsville  Maryland about 3 miles to the north of my sighting.)  It has been reported that others in that area had seen it. ,Prince George  s,2,Maryland ,MD,Spring ,24033,yes
2020,I  d like to make a report  however it was years ago but I remember every part pretty well. I told a few folks about this over the years and they think I was nuts. But doesn  t matter what they think. I was close enough to know what it was. I would say about less than 50 ft. Right in the middle of a fire road. In December 1977  my dad  uncle and my dad  s other friends and myself went up to the cabin owned by a hunters club in Gardner  Mass. We went to spend the night  cook food and my dad and his friends like to play cards after eating supper. Myself and a friend used the snowmobile with a sled attached to the back  we took turns driving the ski doo around and the other would stand on the foot rest on the sled. The area was in northern central Massachusetts  very close to New Hampshire boarder. The cabin is in Ashburnham Mass. It  s about 2.5 miles up a fire road called Old Colony Road. I remember it was a snowy winter that year. The area where we saw this thing was right on the edge of a swamp  old train tracks run right thru the area and crosses the fire road that we used to get to the cabin. It was about 4 p.m. or so  it was just getting a little dark. My friend and I left the cabin with the snowmobile  he was driving first and I was on the foot rest on the sled. We left and came up to the swamp  crossed over the tracks and headed down the road about 50 ft or so. It was getting a little late and we decided to not go to far so we turned the sled around on the road. Had to pick it up because of the narrowness of the road. Once we turned it around it was my turn to drive. So now were facing the tracks and the swamp is on both sides of the road. the road goes right thru the swamp and the tracks cross right by the edge of the swamp. At this point I looked behind me to see if my friend was on the sled and holding on  when I looked up I saw this creature walking on 2 legs like a human. He crossed right by the tracks at the edge of the swamp and crossed the road right in front of us. I remember it looking at us and I remember the arms swing clearly. Just like the pictures I have seen from your site. Very similar. Anyway  I remember the its size  that  s what was scarey  so large  I  d say about 7to 9 ft high  weight about 400 to 500 pounds. At least for something that size it would most likely be heavy. I know the woods there well. I  ve spent years in the military and hunt every year. I have been trained in tracking and survival in the woods so I know what I am saying and what I saw. But the thing took about 2 steps and he was across the road. All black hair  didn  t notice any smells  but I can tell you this. I won  t forget that day ever. It was cold anyway and with no breeze the smell of it wouldn  t travel far. My friend was shocked. He won  t even mention it when I see him these days. He told one person and they treated him like he was on drugs. So thats why I never wanted to tell to many people. I wanted to say something about it now because I just say a program on TV the other night about bigfoot and the Kiamichi Mountians  I think in Oklahoma or somewhere out there. I remember one other thing that might be relevant. That being noises I have been hearing over the years in the woods there. Something like a crying sound but so load it almost seemed as if it were close by. I think it was a ways away because when we heard the sounds it was late  about midnight. We sit by the fireplace outside the cabin sometimes late cooking steak or deer meat on the grill. Behind the cabin is a huge swamp area that goes up to Route 12 in Ashburnham  Mass. The swamp is down a bit behind the cabin. We find moose droppings back there and lots of tree scraps from deer. I beleive there passing thru that area at times. Those sounds I heard were never heard there before and I don  t hear them now when I go up there. Every now and then they seem to come back  but only when were outside sitting by the fire. Strange indeed. These woods go far as well and you could easily travel them and end up in New Hampshire or further without seeing a house. As time goes by and the more I read about what other folks saw and the similarities between each story I  m more wanting to do some of my own investigating  but its very scary out there at night  especially for me. I carry a loaded .44 when I  m up there just because I have seen this thing up close enough to know what it was. No doubt in my mind. ,Traveling northerly direction  crossing a swampy area and old train track beds that pass thru New Hampshire north. ,Worcester,6,Massachusetts ,MA,Winter ,25027,yes
2021,I was driving northbound on route 146. I was driving with my sister (the only other person in the car) and she was looking down at her I-Pod and was in the front passenger seat. The traffic was average not too many cars but a few  and I was doing about 65-68 mph.  I looked about 3/4 of a mile ahead and saw something off to the rightside of the highway not on the highway but near the woodline on the grass. At first it looked like someone possibly in a gilley suit but then as I got closer I couldn  t believe my eyes because it looked just like what you hear about and see artist renderings of a bigfoot like creature. It was too tall to be a person in a suit approx. 7-8ft tall and very broad with black hair. I couldn  t see any specific facial features or chest features as it turned into the woods when i was about 1/8 of a mile away. It was walking parralell to the woodline then took a 90 degree turn into the woods. When I saw this I immediately slowed down to about 50mph and looked intently into the woodline by this time I was able to get my sisters attention (she was listening to music on the I-Pod looking down) we both stared into the woods and Icouldn  t see anything but see thinks she saw something black moving in the woods. I still can  t believe what I saw  there was no cars parked on the left or right shoulders of the highway. The creature did not appear to be running the entire sighting lasted for 7-8 seconds. I am very sure of what I saw it was a dark haired looked very much like a bear walking on two legs. ,The location was on route 146 north bound lane on the right side shoulder of the highway near the woodline it was approx. 1/2 mile to 3/4 mile from where route 146 enters massachusetts from Rhode Island boader. Just before the exit for S. Uxbridge N. Smithfield. ,Worcester,6,Massachusetts ,MA,Spring ,25027,yes
2022,I am 45 years old  have spent my whole life in the woods. I have been hunting and fishing since I was very young. On June 28th my wife and I decieded to take a walk in the woods. We were heading to a secluded resivior located aprox. 2 miles in the woods. We came upon a spot in the woods that seemed liked someone was watching us. We heard a noise come from some bushes. I thought it was a grunt from a buck. We both expected to a deer come outof the brush. I said  maybe it was a Bigfoot. She told me to shut up and keep walking. We walked for another 15 minutes and realized we were on the wrong path to the lake. We stopped  ate lunch and headed back into the woods. We had stopped at some power lines and sat in some shade. It was over 94 gegrees that day  and this was about noon time. As we walked back  we both noticed some very DEEP foot prints that did not look right. They were clearly 5 toed  Human  prints. In between the prints  was some deer tracks. The tracks clearly looked like the Human prints were chasing the deer prints. We both looked at each other and said  why would someone be running Barefoot  in 100 degree weather in the middle of the woods on a Tuesady afternoon? There were no other people in the woods at that time. The tracks were not there the first time we passed this spot  the noise was  the tracks were not. At this point I became very concerned that what ever made the prints was still in the area. I grabbed a big rock and told my wife to take some pictures with her cell phone. The tracks were about 6 to 7 feet apart. I could tell the first print was a right foot  that jumped out of the woods. The sixth and final step was a left foot that looked like it pushed off into the woods. No other tracks were before or after these six prints. We both became very nervous and started talking loudly and whistling. I did not want to run into this  person . We became a little confused and ended up on the worng path home. We walked for a couple hours  no way were we going back the way we came. Did not notice any smells or sounds. Just very quiet. No animal sound at all. ,Leominster state forest  back side of No Town Res. ,Worcester,6,Massachusetts ,MA,Summer ,25027,no
2023,Hi my name is J. XXXX .I live in Charlton Ma I was riding my atv in the woods and I saw it  it was a large figure standing near a tree. So I yelled and it moved. so drove to my house. and it was big black and scary and tall.                                                        my number  508-xxx--xxxx  thank you!  ,In the woods. Dirt road ,Worcester,6,Massachusetts ,MA,Winter ,25027,yes
2024,On May 8th 2016 I was riding my four wheeler over on Fort Hill road in Oxford Webster area in the woods. I just hanging out by a swamp clearing a trail and had a weird feeling where something was watching me. My back was turned to the swamp and I heard a small splash coming across the swamp and didn  t really think nothing of it. About thirty seconds later I heard another one and that one caught my attention but I didn  t see it. It was bigger and it was in the middle of the swamp. So I dialed my buddy and as he picked up the phone  a rock about the size of a football  if not bigger was thrown about three quarters across the swamp and I saw this one hit the water. , ,Worcester,6,Massachusetts ,MA,Spring ,25027,no
2025,Hello! This is something that happened a long time ago and to be honest I never thought it could be connected to Sasquatch/Bigfoot but recently Iâ€™ve been reading about the topic a lot and I figured Iâ€™d send it to you guys after finding your site and just checking out reports from areas where Iâ€™ve lived in the past. Anyway  I found a report from Belchertown  MA and I lived a rural part of Belchertown for several years when I was in college. This was sometime around 1997-1998 in Belchertown. My housemates and I were out on our porch which faced a 2-3 acre meadow. This open meadow and the porch were on the east side of the house. The entire area past the meadow to the East was wooded with houses and cabins here and there for about a mile until you hit a lake. Behind the house was abput 10-20 yards of woods with a walking trail and then another 10 yards past was a train tracks running East/west then more woods. Anyway  my housemates and I were out on the porch when we heard the sound of a tree crashing to the ground.  About 19 seconds later while we all were kindve shocked there was an enormously loud and guttural growl/scream/roar.  In all my life I have never heard any animal sound that could match it in intensity  volume  and it just sounded plain angry and vivacious. It is hard to describe just how loud it was and how stunned we all were that this was coming from an animal just inside the tree line.  There were coyotes  owls  foxes galore back there and the sounds they made were a world away in comparison. We all immediately looked at each other  got up and went into the house as fast as we could without saying a word. Everyone assumed it was an animal but after reading about and hearing recordings of presumed Sasquatch scream and howls it brought the memory rushing back because it is so similar to what we heard. Anyway  just wanted to send this in as I saw there was another report for this area. Best regards ,Take Route 9 through Belchertown and enter Federal street via either entrance as it is a road that turns off Rt 9  runs for about 3-4 miles then ends again at another intersection of Rt 9. It was around the street address if 722 Federal street. ,Hampshire,3,Massachusetts ,MA,Spring ,25015,no
2026,Approx. summer of 2000  I was on Negus Mountain in Rowe  MA (Franklin County) with my wife  sitting on the tailgate...we heard something in the woods  about 100 yards away  walking towards us.  As it got closer  it started to walk faster.  As a life long hunter  I at first told her not to worry  it  s a squirrel or something.  As this creature got closer  my ears and experience told me that this was a biped  only 2 feet crunching through the leaves.  My wife was so freaked out that we had to leave immediately before I could investigate more. Fast Forward to 2006  I was driving to work one night for the 2300 job in East Deerfield  MA.  I remember I was running a little late  so I was probably speeding  and the time would have been 2230ish.  It was raining lightly.  In West Charlemont  at the end of so-called Tea Street Extension  there is a bridge that carries the road over the railroad tracks. This is about 2-3 miles (the way the bird flies) from the encounter above.  What I saw was something standing perfectly still behind the guardrail.  It was about 6  maybe 6 and a half feet tall  had long brown hair all over it  s body  and was stock still.  I drive this route almost daily (or nightly  in my case) for over 12 years  I know what belongs and what doesn  t.  This did not belong.  I turned around and went back  and it was gone.  Being late for work  I turned around again and went to work.  I have never had any doubt that I saw a Sasquatch.  I haven  t reported it because I don  t want people to think I am a crackpot.  I just recently told my father about it  who told me to look into any organizations such as yours. ,See my post  near MP 410 on the railroad track  overhead route 2 bridge ,Franklin,23,Massachusetts ,MA,Summer ,25011,yes
2027,On this day  myself  a friend  Eddy and 2 girls  felt like taking a ride. Before I begin I just want it noted that there was NO drinking or the use of drugs. We decided to go to Plum Island. At the time  the refuge was free to enter and the entire road was dirt. That day there was no one in the refuge  as we drove down the road   I noticed no cars the entire 6.3 miles of the refuge  it was empty  we drove to the end.  At the last small area to park  I pulled in  across the road was a narrow boardwalk that lead to a 50 foot observation tower. We all went up. We hung around up there for about a half hour  I started hearing noises  first I heard clicking  loud clicking  then short high pitched screams  it sounded maybe 100 yards away. I took a look around  but didnâ€™t see anything.  I noticed there was no one in the area.  I saw no birds or waterfowl.  The sounds went on for about 10 minutes or so  I felt uneasy at this point and said we should go. We all got in my car and started back out. I was only driving for a couple of minutes and I saw a very large dark figure cross the road from the marsh/brush area on the left to the right  which had heavy brush and that lead to the beach.  I immediately looked at Eddy and asked â€œdid you see that?â€  He answered â€œYes!â€ We asked each other what it was. The girls in the back seat didnâ€™t see anything s they were to busy talking to each other. I slowed to almost a stop where what we saw it cross the road  there was solid brush that it went into  we could see where something went through the brush. There was no sign of  it  it was gone. The figure that crossed was huge  7 feet or more  very wide  all black from head to toe. It was a little hunched forward as it walked upright. I noticed its arms were longer than average and they swung as it walked.  It took only three steps to cross the road. The road is about three cars wide. It had a smooth stride. It did not look in my direction   just crossed the road and it was gone. I only saw it for about 5 seconds I could never forget the image of it crossing the road. I went back there today  my children wanted to see where I had the sighting.  I didnâ€™t make back up the observation tower because of these flies that nest in the marsh  they are Green Headed Flies  they are  as the woman in the office said  â€œman eatersâ€.  They bite hard. As you drive down the road  they follow the car  dozens fly around the car. So the kids didnâ€™t want to get out and get eaten by them and neither did I  so I didnâ€™t get up on the observation tower to take a look. I have told a few people what I saw and they think Iâ€™m nuts.  My father looks at me strange because he knows I donâ€™t make up stories like this  I donâ€™t lie  so he just looks at me when I talk about it to him. I know what I saw  and I saw what I saw. ,The sighting was in the Parker River National Wildlife Refuge in Plum Island. Directions to the wildlife refuge are as follows  Route 1A going towards Newburyport from Rowley  turn onto to Rolfe Lane  there is a sign saying â€œPlum Islandâ€  you come to a light  go straight  at the end of street turn right onto Plum Island Turnpike  water will be in front of you.  You will pass a small airport on the right  you will soon go over a bridge  you want to take the next right onto Sunset Drive  the marsh will be on the right  follow road to the gate and office  this is the beginning of the Refuge.  The refuge road is 6.3 miles long  and is a dead end.  The sighting was in the Pines Trail Area(very near to the end). ,Essex,14,Massachusetts ,MA,Spring ,25009,yes
2028,Footprints in the snow  walking through several properties and into the woods.  Seen by myself  a Federal Agent for 16 years  my cousin  the homeowner/property owner)  and several other family members.  Tracks went through a neighborhood and from trash can to trash can. , ,Bristol,2,Massachusetts ,MA,Winter ,25005,no
2029,In 1977-78 I lived in Sandwich in a development called [removed by editor]. We were the last house in the neighborhood  behind us was woods that ran for a mile or more in each direction.  One snowy Saturday I was home alone watching television.  My parents worked frequently and even though I was only 11-12 years old I was at home alone alot.  I was watching TV in our den which was situated between 2 windows.  It was around noon and overcast. My dog frequently barked whenever a car drove up.  When she started barking this time  I turned my head down our hallway to yell at her to shut up.  Looking back to the TV  I was startled to see a face peering through my window.  To the best of my memory  the face was fury  whatever it was it only around 5-6 feet tall.  I screamed and it made some kind of grunting noise.  It immediately took off around the back of the house  running on two legs  and through an open breeze way to the front and into the woods. To say I was frightened was an understatement.  I immediately called some friends who came over to calm me down. After thinking about it for a while I thought it could have been one of my friends wearing a mask and playing a joke on me. That theory ended when we went outside to see what the creatures footprints looked like  we were shocked to see hoofed footprints.  I never saw any sign of this creature again  but after reading what the men in Mashpee saw 2-3 years later  it sounds like Cape Cod might have a Bigfoot of some kind. , ,Barnstable,2,Massachusetts ,MA,Winter ,25001,yes
2030,In the Fall of 1980 or 1981 two coworkers at Niel Brown Instrument Systems in Cataumet  Mass. (now defunct) observed a tall dark hair covered bipedal creature with a black dog at the entrance to Lowdens Garden Center on Rte. 151 in the town of Mashpee  Mass. The incident occured at 2 00am-3 00am. The garden center is now the entrance to a small housing developement. Both witnesses were extremely sincere about what they had seen. They described their reaction to seeing the creature as extreme shock  and they drove off at high speed. Mashpee is on Cape Cod a peninsula on the northeast coast of the U.S. It is about 1000 square miles in extent  and the area where the sighting occurred is adjacent to the largest tract of forest on Cape Cod. This forest area is south of and adjacent to Camp Edwards an Army training base. Cape Cod is completely surrounded by water and is connected to the mainland by two bridges. Report submitted to the Western Bigfoot Society public reports page. , ,Barnstable,2,Massachusetts ,MA,Fall ,25001,yes
2031,It was in the middle of summer (apx late July  1989) when I was hiking a well established trail on October mountain. I was approaching the top of the mountain (apx 1200 feet above sea level) when I observed a slight glimps of a moving object about 100 yards ahead of me. October mountain is a heavily wooded area and it was very difficult to see clearly because of all the low brush and scrub. At first all I could see were arms moving and an occassional glimps of a fur covered body. At first I thought I was looking at a large black bear which are not uncommon in the area. I pulled a pair of 40 power biocculars from my travel pack and attempted to focus on the object. Again it was difficult because of all the brush  at one point the animal moved into a slight clearing  it was then that I realized I was observing something very unusual! The animal was very tall (cannot accurately approximate the size) and slightly stooped. Its body was massive and covered completely with reddish hair. I noticed that the head was also very unusual in shape and size. The head was rather pointed and covered with hair or fur. The face was dark in color and had less hair than the top of the head. The neck seemed to be non-existant. At that moment it turned toward me and I was absolutely shocked  it looked very human. At this point I was so frightened  that I took measures to hide myself. After getting over my initial chill I continued to study the animal. It was still in the small clearing and seemed very occupied. It was moving stones and small peices of wood and grubbing for either roots or insects  it was simply to far away for me to see exactly what it was eating. I could see its large arm moving to its mouth every so often. What really took me by suprize was that it was stacking rocks after moving them. One on top of another. This is when I thought perhaps this animal was infact a human  why would it stack rocks in this way? At this point I wanted to get a little closer to see if it was a man in a fur coat or a monkey suit. I checked the wind and made an effort to stay down wind of the animal. I was able to get about 20 yards or so closer to the animal. I found a good observation area and studied the animal closer. At this point I could planly see that this was something very strange indeed  it was not human. The arms were to long and the face seemed very distored and elongated. The arms extended past the nee caps! The hands were very large but human in shape. The fur seemed to be tipped with a lighter color of red. I became so frightened at this point that I began to run back to the trail. I looked back at one point and noticed that the animal had its head back and was slowly moving back into the forest. I don  t think it was aware of me  though I wonder how it could have missed hearing me running through the underbrush. I was frightened severly for several weeks and would not hike in that area of the mountain without a hiking partner and a rifle. I will never forget what I saw...never! No way it was a bear or any other forest animal found in this part of the country. ,October Mountain State forest  Lenoxdale Massachusetts  USA ,Berkshire,8,Massachusetts ,MA,Summer ,25003,yes
2032,Over the past several months I have heard knocks in the woods behind my house. I live in the Berkshires in MA on a wooded 6 acre lot that borders a very mountainous area with over 100 undeveloped acres. In addition  I have had some rocks being thrown at night while I have been on my back porch. My most recent occurrence was a few week ago while standing on my back porch I heard some noises nearby in the woods.I scanned the area with my high intensity flashlight and saw some eye shine about 40 yards into the woods. I stared at it for a while and then the animal turned and moved deeper into the woods. I subsequently estimated that the eyes would have been on something at least 7-8 feet tall.   In addition  my wife and I have heard knocks in the past and they even responded to my knocks on one occasion last fall. , ,Berkshire,8,Massachusetts ,MA,Winter ,25003,no
2033,On Saturday Sept 5th of 2015  my wife and I were driving north in our RV on route 7 very close to the Vermont state line. It was about 1 00 in the afternoon. My wife saw an animal on the west side of the road. The animal was about 50 yards from the edge of the highway. What caught her attention was that the animal was walking upright. It was very tall ( well over seven feet ). The animal  s fur was black. It was most definitely not a bear. We are both mystified as to what this animal could possibly be. W&C Waterbury  CT ,West side of route 7 ,Berkshire,8,Massachusetts ,MA,Summer ,25003,yes
2034,I have hiked the Appalachian Trail Georgia to Hanover NH ( 2006-Present )  I am a section hiker. While staying at The Tom Leonard Selter East Mtn State Park Mass.I  had an incident. While solo camping at the shelter I decided to call a big foot in. Or try  it was a erie evening  i went to get water it was a long way down. While I had a feeling something was watching me. It was getting dark...uneventfully I hiked back. I made a big fire that lasted for three hours  made alot of noise. Did a couple Bigfoot calls. A whoop whoop type. A wood knock ( no return ). A local plane saw my smoke and buzzed right over my camp site. After a great meal  some singing  i went to bed on the TOP bunk. I always sleep with one eye and ear open. At 2 30am I heard a solid Wood Knock followed immediatley by a tree gettintg pushed over. It did not crash . It sounded dead and not tall...   Wood Knock then a Thud    after that nothing. 1/2 hour later I was back to sleep. ,South Of Tyringham  Mass north of Great Barrington Mass ,Berkshire,8,Massachusetts ,MA,Fall ,25003,no
2035,We had a large rock thrown at us while we were hiking on October Mountain. Went to the spot where we thought the rock originated (near the pond) and found a large dead bass (18 ) displayed on a boulder pointed in the direction of the path. Very strange. There were no other people anywhere around. ,Felton pond. October Mountain. ,Berkshire,8,Massachusetts ,MA,Fall ,25003,yes
2036,October Mountain state forest  Washington  MA. October 20  5 pm. Near camp Eagle. Loud  strong wood knocks. Long sustained low pitched howl occurring while 2 barred owls hooted back and forth. Definitely not a coyote. Sounded almost human  but very low pitch. There is no human habitation in this area and is very remote. ,Near Fenton Lake also known as Camp Eagle in October Mountain State Forest. Access road is north of four corners. ,Berkshire,8,Massachusetts ,MA,Fall ,25003,no
2037,Hello  I have been a believer that Big Foot exist for years just based on how many people have reported seeing or hearing something over hundreds of years.  I am 64 years old and have been hiking and camping ever since I was about 12 years old and I have seen and heard many things in the woods. On February 27  2016  my friend Dean and I set out for an over night camping trip in Mt Washington State Forest in Mass.  You can watch the 8 min video on my blog if you like. www.hikingwithtom.com I always record our adventures on video but this time I decided to run an MP3 recorder all night and get the sounds of the night  I did get what I think was a bobcat walking up to my tent but around 2 AM I was awake again because it was very cold and hard to sleep. I was only half awake when I heard a real loud noise but not awake enough to really tell what it was except that it was a good ways off  I knew I was recording audio so I noted the time so I could find it on my recorder and went back to sleep  or at least I tried too. When I got home I found the sound on my MP3 recorder and it sounds a lot like a wood knock but judging by the amount of echo and how loud it was from so far away It had to be something real big that made that noise. I do not think even Babe Ruth could swing a bat fast and hard enough to make that sound.    The sound is int the video my blog. www.hikingwithtom.com  It sounded like it was a good half mile a way.. Thanks Tom  ,Mount Washington State Forest is located in the southern Berkshires of western Massachusetts. From East or West/Mass Pike (I-90)  Take Exit 2 in Lee. Follow MA Rte. 102 west for 4.7 miles to Stockbridge. Turn left and follow U.S. Rte. 7 south for 7.7 miles through Great Barrington. Turn right and follow MA Rte. 23 west for 4.9 miles to South Egremont. Turn left onto MA Rte. 41 south  then take immediate right  Mount Washington Road; continue for 8.8 miles (becomes East St.) to park entrance and headquarters. From West  North and South/NY Rte. 22  From NY Rte. 22 in Copake Falls  NY take NY Rte. 344 east into Massachusetts (becomes Falls Rd.) for 3.3 miles. Turn right onto West Street and continue for 2 miles  bearing right onto East Street. Parking and trailhead are on right. ,Berkshire,8,Massachusetts ,MA,Winter ,25003,no
2038,My wife and I started to make our descent from the summit of Mount Greylock during a morning hike.  Approximately half a mile on the Cheshire Harbor Trail  close to Rockwell Rd  my wife and I heard a clapping sound.  We stood in place for a few moments  listening to the sound.  The  clapping  was non-rhythmic  sometimes there was one or two  other times there were many  claps .  In between the  claps  there was sounds of something walking  breaking fallen branches as it moved.  The sounds were about a distance of 100 feet from our position on the trail  within a thicker patch of woods.  We listened for almost a full minute and then decided to continue on the trail  moving closer to the source of the sound.  When we reached the area where we believed the clapping sound to be coming from we listened again and heard nothing and had seen no movement.  Further down the trail I attempted figure out the sound.  I did some tree knocking and banged rocks together  but only when I clapped my hands did it most closely match the sound my wife and I had heard.  It was a sound that I have never heard before and it has sparked my interest into figuring out what animal made this noise. ,Mount Greylock State Reservation  Cheshire Harbor Trail off West Mountain Rd  Adams  MA  heading southeast toward base of trail. Adams  MA. ,Berkshire,8,Massachusetts ,MA,Spring ,25003,no
2039,I and my girlfriend were riding in my Jeep on Route 140 from New Bedford to Freetown tonight (July 14  2009) and at about 11 00 my girlfriend seen this large brown hair covered  man  standing up from a crouched position on the side of the two lane highway. She lets out a scream prompting me to look at the creature standing there. He made fluid movements like a man and had an almost ape-like quality. We couldn  t see his face but upon returning to the area we saw the  man  there was nothing. After calling 911 and telling them that someone was running in the median of the highway they told us that they had similar reports of what we saw on the stretch of highway between exit 7 (Braley rd.) and exit 8 (Chase Rd.) They then told me that they were sending state troopers to investigate. ,Between exits 7 (Braley Rd New Bedford) and 8 (Chase Rd.) ,Bristol,2,Massachusetts ,MA,Summer ,25005,yes
2040,Hi  my name is xxxxxx  I grew up in Rowley  MA.. a small old farming town established in 1639.. when I was 10  I  m now 27  my friend an I were attempting to find a way through the woods from his home street to a plaza containing a dunkin donuts for the fun of it. like I said  I grew up in the woods and this is only a distance of about a half of a mile. We started out heading in the direction we thought was good and after a while we heard a noise in the distance.. at this point we were pretty deep into just new England forest when we heard something. in the distance.. (far enough to be a hard definite sighting but close enough to be odd as hell to this day) so we looked obviously and in the middle of the woods.. randomly.. were three.. THREE  tanned brown.. (not brown black  or brown brown  but brown tan) upright creatures  running through the woods together. AS IF THEY WERE TRAVELING!!!! they were close and tight and jogging along on the hill we were on about 400 yards away.. we just watched speechless and then decided it was time to give up on finding our way and head back. I don  t know if he told anyone ever  but we lost touch over the years  but that sighting will forever connect us.. I just thought anyone who follows bigfoot should know about this.. these 3 creatures were tanned and brown  upright  jogging in a line  and fully unclothed.. I  ve seen one other unexplained sighting  but this one was absolutely dumbfounded.. I don  t know if anyone has ever seen multiple bigfoots traveling together but I have. ,We were on a big hill where we could see a big power line field runway downhill to route 133  but somewhere in the forest between the Rowley plaza on Newburyport Turnpike and Christopher road ,Essex,14,Massachusetts ,MA,Summer ,25009,yes
2041,I parked up the road a ways so any cops or ranger patrols didn  t see my car. It was 1am with a 3/4 moon. The water was very low this day. I was fishing and there was about 4 Beaver-Tail slaps on the water so I knew there would  nt be any smallies hanging around. I took a few more casts and caught a Dace. Its like a sucker with the body of a trout. Very silver in color and unedible. I was trying to get the fish off my hooks when I heard something heavy about 45 yrds away from me cracking sticks as it approached from the road onto the freshly cut brush (from the work they did around there  days prior). It sounded like a human walking  and I thought I was in trouble with the law. My flashlight was dying and I was having trouble seeing just getting the fish off my 2 treble hooks. I asked   Who  s There?!?!  and I just heard a stick snap really loud as it stood still. I hit my flashlight in order to make it brighter and I seen big eyeshine and a dark sillouette of what looked to be shoulders. I started yelling at it to get out of here and at this point  I  m thinking deer... or worse  maybe a bear standing up. I heard a few more big snaps as it walked onto the paved road and that  s when it cried out in this terrible noise that I  ve never heard before. It echoed thru the mountains and it scared the bajesus out of me. It wasn  t a bear  or a deer  that  s for sure. It was huge  and the sound it made sounded like a shrieking demon baby. That  s the only way I could describe it. A loud shrieking howl. It wasn  t a roar or a deep growl. It was more high pitched. I cut my line with the lure still in the fishes mouth and kicked the fish half hazardly into the water and ran as fast as I could to my car which was the scariest run/walk/stop & listen journey to my car I  ve ever encountered in my life. I was waiting for a werewolf to jump out and get me or something. True terror that I  ve never experienced to this day. ,After 9-11  the government closed the thru-way that runs along side the reservoir that feeds Springfield its water supply. These mountains have been off-limits to hunters  hikers  fisherman  and the public for years before 9-11. Now its completely blocked off. Lots of deer and wildlife in this large expanse of protected mountainous terrain. The Reservoir holds lots of Small-Mouth bass  Rainbow  Brook  and Brown Trout. My Uncle  worked at the Pumping Station  he let me and my cousins fish there. I stayed there for weeks at a time. As an adult  I couldn  t help myself to go fishing there still.   I respected the land and put all fish back and wouldn  t throw any trash around. I packed it up and brought it back with me. I fished there all day sometimes but mostly at night with top-water poppers for Small-Mouth bass. Fun fun! ,Hampden,2,Massachusetts ,MA,Fall ,25013,yes
